"timestamp_utc","role","pid","cpu_percent_total_machine","working_set_mb","private_memory_mb","thread_count"
"2026-08-17T03:32:13.1788807Z","k6","4156","0","35.93","63.23","16"
"2026-08-17T03:32:14.1954911Z","backend","15848","0.128","58.395","65.34","12"
"2026-08-17T03:32:14.1954911Z","k6","4156","0.128","35.93","63.23","16"
"2026-08-17T03:32:15.2299128Z","backend","15848","0.378","58.414","65.34","12"
"2026-08-17T03:32:15.2299128Z","k6","4156","0.126","35.93","63.23","16"
"2026-08-17T03:32:16.2654317Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:16.2654317Z","k6","4156","0.377","35.93","63.23","16"
"2026-08-17T03:32:17.2944601Z","backend","15848","0.253","58.414","65.34","12"
"2026-08-17T03:32:17.2944601Z","k6","4156","0.38","35.93","63.23","16"
"2026-08-17T03:32:18.3308304Z","backend","15848","0.377","58.414","65.34","12"
"2026-08-17T03:32:18.3308304Z","k6","4156","0.377","35.957","63.262","16"
"2026-08-17T03:32:19.3691787Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:19.3691787Z","k6","4156","0.251","35.957","63.262","16"
"2026-08-17T03:32:20.3957599Z","backend","15848","0.254","58.414","65.34","12"
"2026-08-17T03:32:20.3957599Z","k6","4156","0.254","35.98","63.262","16"
"2026-08-17T03:32:21.4215129Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:21.4215129Z","k6","4156","0.762","35.98","63.262","16"
"2026-08-17T03:32:22.4508557Z","backend","15848","0.253","58.414","65.34","12"
"2026-08-17T03:32:22.4508557Z","k6","4156","0.253","35.98","63.262","16"
"2026-08-17T03:32:23.4750012Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:23.4750012Z","k6","4156","0.127","35.98","63.262","16"
"2026-08-17T03:32:24.5061308Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:24.5061308Z","k6","4156","0.253","35.98","63.262","16"
"2026-08-17T03:32:25.5426024Z","backend","15848","0.126","58.414","65.34","12"
"2026-08-17T03:32:25.5426024Z","k6","4156","0.251","35.984","63.262","16"
"2026-08-17T03:32:26.5675884Z","backend","15848","0.127","58.414","65.34","12"
"2026-08-17T03:32:26.5675884Z","k6","4156","0.254","36.055","63.324","16"
"2026-08-17T03:32:27.5917277Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:27.5917277Z","k6","4156","0","36.055","63.324","16"
"2026-08-17T03:32:28.6197495Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:28.6197495Z","k6","4156","0.253","36.055","63.324","16"
"2026-08-17T03:32:29.6511235Z","backend","15848","0.126","58.414","65.34","12"
"2026-08-17T03:32:29.6511235Z","k6","4156","0.379","36.055","63.324","16"
"2026-08-17T03:32:30.6818525Z","backend","15848","0","58.414","65.34","12"
"2026-08-17T03:32:30.6818525Z","k6","4156","0.379","36.844","63.363","16"
