"timestamp_utc","role","pid","cpu_percent_total_machine","working_set_mb","private_memory_mb","thread_count"
"2026-08-17T03:22:48.8847698Z","backend","15848","0","53.75","61.598","13"
"2026-08-17T03:22:48.8847698Z","k6","26204","0","32.461","59.316","15"
"2026-08-17T03:22:49.9176203Z","backend","15848","0","53.766","61.566","12"
"2026-08-17T03:22:49.9176203Z","k6","26204","0.126","32.461","59.316","15"
"2026-08-17T03:22:50.9411139Z","backend","15848","0","53.766","61.566","12"
"2026-08-17T03:22:50.9411139Z","k6","26204","0","32.461","59.316","15"
"2026-08-17T03:22:51.9693614Z","backend","15848","0.127","53.766","61.566","12"
"2026-08-17T03:22:51.9693614Z","k6","26204","0.127","32.492","59.316","15"
"2026-08-17T03:22:53.0087573Z","backend","15848","0","53.766","61.566","12"
"2026-08-17T03:22:53.0087573Z","k6","26204","0","32.496","59.566","15"
"2026-08-17T03:22:54.0377393Z","backend","15848","0.127","53.777","61.566","12"
"2026-08-17T03:22:54.0377393Z","k6","26204","0","32.496","59.566","15"
"2026-08-17T03:22:55.0756446Z","backend","15848","0","53.777","61.566","12"
"2026-08-17T03:22:55.0756446Z","k6","26204","0","32.504","59.574","15"
"2026-08-17T03:22:56.1129691Z","backend","15848","0","53.777","61.566","12"
"2026-08-17T03:22:56.1129691Z","k6","26204","0","32.504","59.574","15"
"2026-08-17T03:22:57.1453341Z","backend","15848","0","53.777","61.566","12"
"2026-08-17T03:22:57.1453341Z","k6","26204","0.126","32.504","59.574","15"
"2026-08-17T03:22:58.1747453Z","backend","15848","0.253","53.785","61.566","12"
"2026-08-17T03:22:58.1747453Z","k6","26204","0","32.52","59.574","15"
"2026-08-17T03:22:59.2125252Z","backend","15848","0","53.785","61.566","12"
"2026-08-17T03:22:59.2125252Z","k6","26204","0","32.52","59.574","15"
"2026-08-17T03:23:00.2477352Z","backend","15848","0","53.785","61.566","12"
"2026-08-17T03:23:00.2477352Z","k6","26204","0","32.52","59.574","15"
"2026-08-17T03:23:01.2897300Z","backend","15848","0","53.785","61.566","12"
"2026-08-17T03:23:01.2897300Z","k6","26204","0.125","32.535","59.621","15"
"2026-08-17T03:23:02.3217269Z","backend","15848","0.126","53.785","61.566","12"
"2026-08-17T03:23:02.3217269Z","k6","26204","0","32.621","59.828","15"
"2026-08-17T03:23:03.3506892Z","backend","15848","0","53.785","61.566","12"
"2026-08-17T03:23:03.3506892Z","k6","26204","0","32.621","59.828","15"
"2026-08-17T03:23:04.3839480Z","backend","15848","0","53.785","61.566","12"
"2026-08-17T03:23:04.3839480Z","k6","26204","0","32.621","59.828","15"
"2026-08-17T03:23:05.4112033Z","backend","15848","0","53.785","61.566","12"
"2026-08-17T03:23:05.4112033Z","k6","26204","0","32.621","59.828","15"
"2026-08-17T03:23:06.4473428Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:06.4473428Z","k6","26204","0.126","32.629","59.828","15"
"2026-08-17T03:23:07.4763228Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:07.4763228Z","k6","26204","0","32.629","59.828","15"
"2026-08-17T03:23:08.5076956Z","backend","15848","0.126","53.848","61.566","12"
"2026-08-17T03:23:08.5076956Z","k6","26204","0","32.707","59.734","12"
"2026-08-17T03:23:09.5350587Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:09.5350587Z","k6","26204","0.127","32.707","59.734","12"
"2026-08-17T03:23:10.5714313Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:10.5714313Z","k6","26204","0","32.707","59.734","12"
"2026-08-17T03:23:11.6092285Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:11.6092285Z","k6","26204","0","32.707","59.734","12"
"2026-08-17T03:23:12.6363874Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:12.6363874Z","k6","26204","0","32.707","59.734","12"
"2026-08-17T03:23:13.6668862Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:13.6668862Z","k6","26204","0","32.711","59.734","12"
"2026-08-17T03:23:14.6900987Z","backend","15848","0.255","53.848","61.566","12"
"2026-08-17T03:23:14.6900987Z","k6","26204","0.127","32.715","59.734","12"
"2026-08-17T03:23:15.7206638Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:15.7206638Z","k6","26204","0","32.715","59.734","12"
"2026-08-17T03:23:16.7601762Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:16.7601762Z","k6","26204","0","32.715","59.734","12"
"2026-08-17T03:23:17.7919893Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:17.7919893Z","k6","26204","0.126","32.715","59.734","12"
"2026-08-17T03:23:18.8271254Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:18.8271254Z","k6","26204","0","32.715","59.734","12"
"2026-08-17T03:23:19.8573312Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:19.8573312Z","k6","26204","0","32.715","59.734","12"
"2026-08-17T03:23:20.8857770Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:20.8857770Z","k6","26204","0","32.715","59.734","12"
"2026-08-17T03:23:21.9193928Z","backend","15848","0","53.848","61.566","12"
"2026-08-17T03:23:21.9193928Z","k6","26204","0","32.77","59.766","12"
"2026-08-17T03:23:22.9574592Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:22.9574592Z","k6","26204","0","32.773","59.766","12"
"2026-08-17T03:23:24.0118569Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:24.0118569Z","k6","26204","0.123","32.773","59.766","12"
"2026-08-17T03:23:25.0478693Z","backend","15848","0.126","53.855","61.566","12"
"2026-08-17T03:23:25.0478693Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:26.0749501Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:26.0749501Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:27.1033886Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:27.1033886Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:28.1276990Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:28.1276990Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:29.1622386Z","backend","15848","0.378","53.855","61.566","12"
"2026-08-17T03:23:29.1622386Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:30.1973894Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:30.1973894Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:31.2223976Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:31.2223976Z","k6","26204","0.127","32.793","59.766","12"
"2026-08-17T03:23:32.2616343Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:32.2616343Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:33.2954808Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:33.2954808Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:34.3273704Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:34.3273704Z","k6","26204","0","32.793","59.766","12"
"2026-08-17T03:23:35.3615411Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:35.3615411Z","k6","26204","0.126","32.812","59.828","12"
"2026-08-17T03:23:36.3922317Z","backend","15848","0.126","53.855","61.566","12"
"2026-08-17T03:23:36.3922317Z","k6","26204","0","33.102","60.766","14"
"2026-08-17T03:23:37.4212663Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:37.4212663Z","k6","26204","0","33.113","60.766","14"
"2026-08-17T03:23:38.4605941Z","backend","15848","0.125","53.855","61.566","12"
"2026-08-17T03:23:38.4605941Z","k6","26204","0","33.113","60.766","14"
"2026-08-17T03:23:39.4953724Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:39.4953724Z","k6","26204","0","33.113","60.766","14"
"2026-08-17T03:23:40.5287652Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:40.5287652Z","k6","26204","0","33.121","60.766","14"
"2026-08-17T03:23:41.5577094Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:41.5577094Z","k6","26204","0","33.121","60.766","14"
"2026-08-17T03:23:42.5922898Z","backend","15848","0.252","53.855","61.566","12"
"2026-08-17T03:23:42.5922898Z","k6","26204","0.126","33.129","60.766","14"
"2026-08-17T03:23:43.6247199Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:43.6247199Z","k6","26204","0.126","33.219","60.766","14"
"2026-08-17T03:23:44.6600349Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:44.6600349Z","k6","26204","0.126","33.254","60.766","14"
"2026-08-17T03:23:45.6921351Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:45.6921351Z","k6","26204","0","33.277","60.766","14"
"2026-08-17T03:23:46.7265242Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:46.7265242Z","k6","26204","0","33.301","60.766","14"
"2026-08-17T03:23:47.7627331Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:47.7627331Z","k6","26204","0.126","33.305","60.766","14"
"2026-08-17T03:23:48.7976369Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:48.7976369Z","k6","26204","0.126","33.316","60.812","14"
"2026-08-17T03:23:49.8200395Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:49.8200395Z","k6","26204","0","33.316","60.812","14"
"2026-08-17T03:23:50.8474153Z","backend","15848","0.127","53.855","61.566","12"
"2026-08-17T03:23:50.8474153Z","k6","26204","0","33.316","60.812","14"
"2026-08-17T03:23:51.8804750Z","backend","15848","0.126","53.855","61.566","12"
"2026-08-17T03:23:51.8804750Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:23:52.9153180Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:52.9153180Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:23:53.9368091Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:53.9368091Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:23:54.9728151Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:54.9728151Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:23:56.0056812Z","backend","15848","0.126","53.855","61.566","12"
"2026-08-17T03:23:56.0056812Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:23:57.0353383Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:57.0353383Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:23:58.0676116Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:58.0676116Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:23:59.1168380Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:23:59.1168380Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:00.1489020Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:24:00.1489020Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:01.1789896Z","backend","15848","0.126","53.855","61.566","12"
"2026-08-17T03:24:01.1789896Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:02.2172452Z","backend","15848","0","53.855","61.566","12"
"2026-08-17T03:24:02.2172452Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:03.2419044Z","backend","15848","0.254","53.973","61.598","12"
"2026-08-17T03:24:03.2419044Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:04.2672315Z","backend","15848","0.127","53.973","61.598","12"
"2026-08-17T03:24:04.2672315Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:05.2923210Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:05.2923210Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:06.3202441Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:06.3202441Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:07.3548986Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:07.3548986Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:08.3878114Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:08.3878114Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:09.4109330Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:09.4109330Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:10.4416224Z","backend","15848","0.126","53.973","61.598","12"
"2026-08-17T03:24:10.4416224Z","k6","26204","0.126","33.328","60.812","14"
"2026-08-17T03:24:11.4733413Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:11.4733413Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:12.5062008Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:12.5062008Z","k6","26204","0","33.328","60.812","14"
"2026-08-17T03:24:13.5329971Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:13.5329971Z","k6","26204","0","33.336","60.812","14"
"2026-08-17T03:24:14.5607519Z","backend","15848","0.127","53.973","61.598","12"
"2026-08-17T03:24:14.5607519Z","k6","26204","0.38","33.41","60.852","14"
"2026-08-17T03:24:15.5887693Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:15.5887693Z","k6","26204","0","33.41","60.852","14"
"2026-08-17T03:24:16.6252591Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:16.6252591Z","k6","26204","0","33.41","60.852","14"
"2026-08-17T03:24:17.6518683Z","backend","15848","0.254","53.973","61.598","12"
"2026-08-17T03:24:17.6518683Z","k6","26204","0.127","33.41","60.852","14"
"2026-08-17T03:24:18.6828037Z","backend","15848","0.126","53.973","61.598","12"
"2026-08-17T03:24:18.6828037Z","k6","26204","0.126","33.41","60.852","14"
"2026-08-17T03:24:19.7174240Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:19.7174240Z","k6","26204","0","33.41","60.852","14"
"2026-08-17T03:24:20.7450365Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:20.7450365Z","k6","26204","0","33.41","60.852","14"
"2026-08-17T03:24:21.7769177Z","backend","15848","0","53.973","61.598","12"
"2026-08-17T03:24:21.7769177Z","k6","26204","0","33.391","60.789","12"
"2026-08-17T03:24:22.8074872Z","backend","15848","0.126","53.973","61.598","12"
"2026-08-17T03:24:22.8074872Z","k6","26204","0.126","33.395","60.789","12"
"2026-08-17T03:24:23.8330259Z","backend","15848","0","53.973","61.598","12"
