"timestamp_utc","phase","cpu_percent","committed_memory_percent","disk_bytes_per_second","network_bytes_per_second"
"2026-08-17T04:28:43.6397205Z","steady_4vu","53.335","78.479","19909937.714","57910.406"
"2026-08-17T04:28:45.7042778Z","steady_4vu","52.381","78.043","19409159.932","30744.578"
"2026-08-17T04:28:47.8010557Z","steady_4vu","45.932","78.147","4833500.221","19935.921"
"2026-08-17T04:28:49.8645004Z","steady_4vu","20.294","77.925","3766012.025","0"
"2026-08-17T04:28:51.9366642Z","steady_4vu","21.24","77.691","5247947.106","0"
"2026-08-17T04:28:53.9803985Z","steady_4vu","32.456","77.581","4550034.752","0"
"2026-08-17T04:28:56.0273462Z","steady_4vu","35.174","78.697","3834227.533","6431.679"
"2026-08-17T04:28:58.0925441Z","steady_4vu","26.589","78.747","3236761.542","716.418"
"2026-08-17T04:29:00.1929744Z","steady_4vu","31.953","79.48","64297790.495","4981.401"
"2026-08-17T04:29:02.2593500Z","steady_4vu","57.902","79.564","16162472.406","71219.647"
"2026-08-17T04:29:04.3687934Z","steady_4vu","65.216","79.546","3394365.942","24740.692"
"2026-08-17T04:29:06.4710027Z","steady_4vu","30.737","79.72","3413270.125","2195.444"
"2026-08-17T04:29:08.5355951Z","steady_4vu","24.683","79.774","3967892.871","788.704"
"2026-08-17T04:29:10.5877505Z","steady_4vu","20.723","79.494","4453329.669","6759.048"
"2026-08-17T04:29:12.6488344Z","steady_4vu","27.639","79.454","3712485.485","195.222"
"2026-08-17T04:29:14.7233612Z","steady_4vu","18.561","79.195","3588170.142","218.022"
"2026-08-17T04:29:16.7763540Z","steady_4vu","11.892","79.018","1388693.42","273.508"
"2026-08-17T04:29:18.8330256Z","steady_4vu","17.695","79.101","1147950.33","49502.346"
"2026-08-17T04:29:20.8707936Z","steady_4vu","15.933","78.597","280126.115","470.802"
"2026-08-17T04:29:22.9215179Z","steady_4vu","17.676","78.502","88764.213","2002.593"
"2026-08-17T04:29:24.9699586Z","steady_4vu","22.399","78.2","273019.696","121092.6"
"2026-08-17T04:29:27.0081955Z","steady_4vu","49.13","78.382","2807423.842","54612.02"
"2026-08-17T04:29:29.0770668Z","steady_4vu","38.319","78.535","12199.954","708.884"
"2026-08-17T04:29:31.1515626Z","steady_4vu","14.149","78.092","64307.963","59.339"
"2026-08-17T04:29:33.1987983Z","steady_4vu","7.042","78.078","16156.811","5587.432"
"2026-08-17T04:29:35.2370600Z","steady_4vu","18.028","77.945","34502.155","415.223"
"2026-08-17T04:29:37.2872364Z","steady_4vu","22.805","77.874","73353.333","195.999"
"2026-08-17T04:29:39.3453571Z","steady_4vu","24.505","77.81","2535948.062","13471.909"
"2026-08-17T04:29:41.4015339Z","steady_4vu","21.923","77.868","3590979.684","18649.004"
"2026-08-17T04:29:43.4484113Z","steady_4vu","24.324","77.84","756971.143","17300.741"
"2026-08-17T04:29:45.5068119Z","steady_4vu","20.326","77.725","1016351.777","0"
"2026-08-17T04:29:47.5592432Z","steady_4vu","20.231","77.562","83534.573","7689.104"
"2026-08-17T04:29:49.6072656Z","steady_4vu","22.059","76.952","1464135.164","7123.495"
"2026-08-17T04:29:51.6574205Z","steady_4vu","7.172","76.948","661321.952","3138.846"
"2026-08-17T04:29:53.7160520Z","steady_4vu","15.499","76.948","763462.849","9732.526"
"2026-08-17T04:29:55.7818349Z","steady_4vu","12.156","76.982","1364558.903","652.953"
"2026-08-17T04:29:57.8464163Z","steady_4vu","10.288","77.07","307276.85","77.76"
"2026-08-17T04:29:59.8970796Z","steady_4vu","16.58","77.122","1226258.947","389.566"
"2026-08-17T04:30:01.9610480Z","steady_4vu","17.525","76.991","23636087.819","3564.442"
"2026-08-17T04:30:04.0197255Z","steady_4vu","22.109","77.01","352877.339","430.636"
"2026-08-17T04:30:06.0775751Z","steady_4vu","12.895","76.963","161344.346","330.981"
"2026-08-17T04:30:08.1415951Z","steady_4vu","13.213","76.94","233250.706","120.621"
"2026-08-17T04:30:10.1934256Z","steady_4vu","13.399","77.145","1369083.511","178.595"
"2026-08-17T04:30:12.2515513Z","steady_4vu","11.59","77.165","445781.386","113.177"
"2026-08-17T04:30:14.3069510Z","steady_4vu","13.027","77.167","226557.576","6741.371"
"2026-08-17T04:30:16.3686644Z","steady_4vu","11.299","77.143","1376909.607","11688.277"
"2026-08-17T04:30:18.4144069Z","steady_4vu","19.723","77.001","236926.529","65.259"
"2026-08-17T04:30:20.4638126Z","steady_4vu","14.775","77.13","164364.169","161.994"
"2026-08-17T04:30:22.5146820Z","steady_4vu","19.301","77.139","2399825.846","442.463"
"2026-08-17T04:30:24.5718482Z","steady_4vu","18.979","77.102","726021.44","0"
"2026-08-17T04:30:26.6280135Z","steady_4vu","23.321","77.085","121746.763","1723.207"
"2026-08-17T04:30:28.6737759Z","steady_4vu","16.463","76.778","139120.832","655.501"
"2026-08-17T04:30:30.7262964Z","steady_4vu","18.165","76.779","659979.441","59.585"
"2026-08-17T04:30:32.7622814Z","steady_4vu","39.325","76.766","163580.839","269.883"
"2026-08-17T04:30:34.8096279Z","steady_4vu","24.181","76.782","9705.485","600.607"
"2026-08-17T04:30:36.8453848Z","steady_4vu","18.175","76.859","586147.565","120.665"
"2026-08-17T04:30:38.8864278Z","steady_4vu","20.509","76.994","3400711.205","19009.49"
"2026-08-17T04:30:40.9294942Z","steady_4vu","22.481","77.415","1133536.462","3960673.535"
"2026-08-17T04:30:42.9779267Z","steady_4vu","17.026","77.237","5243146.286","23693.107"
"2026-08-17T04:30:45.0154865Z","steady_4vu","20.108","77.295","625094.826","252.87"
"2026-08-17T04:30:47.0575603Z","steady_4vu","27.362","77.283","4098459.583","212.087"
"2026-08-17T04:30:49.1095204Z","steady_4vu","17.477","77.103","607528.914","240.295"
"2026-08-17T04:30:51.1559087Z","steady_4vu","23.183","77.076","235584.976","0"
"2026-08-17T04:30:53.2020653Z","steady_4vu","17.231","77.305","723594.233","336759.482"
"2026-08-17T04:30:55.2408302Z","steady_4vu","19.433","77.206","172915.098","402.333"
"2026-08-17T04:30:57.3162370Z","steady_4vu","24.507","77.245","1205651.293","1342867.063"
"2026-08-17T04:30:59.3680300Z","steady_4vu","14.964","77.247","8413650.085","1124.404"
"2026-08-17T04:31:01.4132895Z","steady_4vu","22.085","77.167","4074226.15","17696.484"
"2026-08-17T04:31:03.4640689Z","steady_4vu","9.222","77.2","1838179.864","3022.587"
"2026-08-17T04:31:05.4991722Z","steady_4vu","41.697","77.47","9216449.101","343783.823"
"2026-08-17T04:31:07.5501663Z","steady_4vu","23.382","77.751","8265937.536","602247.136"
"2026-08-17T04:31:09.6065702Z","steady_4vu","31.017","78.06","7292971.026","2174134.696"
"2026-08-17T04:31:11.6721184Z","steady_4vu","16.036","77.709","2022880.512","270.369"
"2026-08-17T04:31:13.7377201Z","steady_4vu","23","77.673","40993192.802","1105452.187"
"2026-08-17T04:31:15.7714380Z","steady_4vu","9.829","77.532","792531.439","279.815"
"2026-08-17T04:31:17.7979060Z","steady_4vu","12.391","77.425","505019.857","118.483"
"2026-08-17T04:31:19.8555393Z","ramp_down","24.001","77.337","444034.67","2437120.272"
"2026-08-17T04:31:21.8898496Z","ramp_down","17.273","77.291","75713.576","120.089"
"2026-08-17T04:31:23.9377055Z","ramp_down","12.062","77.191","35216079.265","59.77"
"2026-08-17T04:31:25.9800204Z","ramp_down","21.845","77.049","542385.193","59.738"
"2026-08-17T04:31:28.0030961Z","ramp_down","34.338","77.353","2052692.443","333.77"
"2026-08-17T04:31:30.0771080Z","ramp_down","32.646","77.315","1389924.963","1862.988"
"2026-08-17T04:31:32.1295545Z","ramp_down","14.483","77.133","876577.703","2462809.184"
"2026-08-17T04:31:34.1677202Z","ramp_down","28.131","76.94","22488764.879","59.48"
"2026-08-17T04:31:36.1937809Z","ramp_down","60.297","78.219","171839498.591","15432.979"
"2026-08-17T04:31:38.2500462Z","ramp_down","34.322","78.202","3632972.53","495946.582"
"2026-08-17T04:31:40.3026361Z","ramp_down","32.471","76.971","178862760.507","687.231"
"2026-08-17T04:31:42.3512895Z","ramp_down","55.175","76.933","1420225.773","14482.969"
"2026-08-17T04:31:44.4096833Z","ramp_down","42.226","77.167","2086603.84","2184122.083"
"2026-08-17T04:31:46.4694947Z","ramp_down","30.501","76.886","557165.184","26084.323"
"2026-08-17T04:31:48.5172966Z","ramp_down","35.206","77.053","1129512","34550.365"
"2026-08-17T04:31:50.5688483Z","ramp_down","20.99","76.939","1178904.154","139.578"
"2026-08-17T04:31:52.6130285Z","ramp_down","9.467","76.904","1156295.262","407.778"
"2026-08-17T04:31:54.6912307Z","ramp_down","13.852","76.82","255979.1","245.02"
"2026-08-17T04:31:56.7453971Z","ramp_down","25.944","76.698","41783.839","2653792.273"
"2026-08-17T04:31:58.7958471Z","ramp_down","23.579","76.491","1477347.667","4242.599"
"2026-08-17T04:32:00.8535530Z","ramp_down","12.876","76.506","1780040.867","7335.29"
"2026-08-17T04:32:02.9122380Z","ramp_down","21.145","76.88","179097.06","33189.515"
"2026-08-17T04:32:04.9795368Z","ramp_down","18.427","76.816","33516.245","0"
"2026-08-17T04:32:07.0357266Z","ramp_down","12.489","76.709","12130.73","60391.054"
"2026-08-17T04:32:09.0900471Z","ramp_down","18.982","76.744","79532.666","0"
"2026-08-17T04:32:11.1287885Z","ramp_down","18.149","76.658","174670.324","13604.467"
"2026-08-17T04:32:13.1877834Z","ramp_down","28.926","76.576","524676.664","0"
"2026-08-17T04:32:15.2408249Z","ramp_down","19.23","76.499","199416.745","220.576"
"2026-08-17T04:32:17.2953596Z","ramp_down","14.153","76.758","22587.992","10070.48"
"2026-08-17T04:32:19.3771631Z","graceful_completion","28.677","76.767","126025.328","4552.657"
"2026-08-17T04:32:21.4236994Z","graceful_completion","19.781","76.639","160023.746","26349.232"
"2026-08-17T04:32:23.4908377Z","graceful_completion","13.828","76.708","84590.232","178"
"2026-08-17T04:32:25.5500830Z","graceful_completion","23.139","76.414","2756666.813","119640.201"
