"timestamp_utc","spike_phase","target_vus","actual_vus_live","actual_vus_live_source","role","pid","process_available","cpu_percent_total_machine","working_set_mb","private_memory_mb","thread_count"
"2026-08-17T14:22:04.3169319Z","recovery_settling_4","4","17","k6_progress","backend","11976","True","0.398","64.211","75.996","13"
"2026-08-17T14:22:04.3169319Z","recovery_settling_4","4","17","k6_progress","k6","24360","True","0.199","73.496","100.141","18"
"2026-08-17T14:22:05.6158131Z","recovery_settling_4","4","10","k6_progress","backend","11976","True","0.301","64.219","76.004","13"
"2026-08-17T14:22:05.6158131Z","recovery_settling_4","4","10","k6_progress","k6","24360","True","0.2","73.547","100.258","18"
"2026-08-17T14:22:06.9059059Z","recovery_settling_4","4","5","k6_progress","backend","11976","True","0.101","64.23","76.012","13"
"2026-08-17T14:22:06.9059059Z","recovery_settling_4","4","5","k6_progress","k6","24360","True","0","73.594","100.383","18"
"2026-08-17T14:22:08.2145157Z","recovery_settling_4","4","5","k6_progress","backend","11976","True","0","64.238","76.012","13"
"2026-08-17T14:22:08.2145157Z","recovery_settling_4","4","5","k6_progress","k6","24360","True","0.1","73.648","100.43","18"
"2026-08-17T14:22:09.5149623Z","recovery_settling_4","4","4","k6_progress","backend","11976","True","0","64.238","76.012","13"
"2026-08-17T14:22:09.5149623Z","recovery_settling_4","4","4","k6_progress","k6","24360","True","0","73.648","100.43","18"
"2026-08-17T14:22:10.8119862Z","recovery_settling_4","4","4","k6_progress","backend","11976","True","0.1","64.238","76.012","13"
"2026-08-17T14:22:10.8119862Z","recovery_settling_4","4","4","k6_progress","k6","24360","True","0","73.648","100.43","18"
"2026-08-17T14:22:12.1019479Z","recovery_settling_4","4","4","k6_progress","backend","11976","True","0.101","64.238","76.012","13"
"2026-08-17T14:22:12.1019479Z","recovery_settling_4","4","4","k6_progress","k6","24360","True","0.101","73.656","100.43","18"
"2026-08-17T14:22:13.3961762Z","recovery_settling_4","4","4","k6_progress","backend","11976","True","0.201","64.242","76.016","13"
"2026-08-17T14:22:13.3961762Z","recovery_settling_4","4","4","k6_progress","k6","24360","True","0","73.656","100.43","18"
"2026-08-17T14:22:14.6961465Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0","64.242","76.016","13"
"2026-08-17T14:22:14.6961465Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0","73.656","100.43","18"
"2026-08-17T14:22:15.9926849Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0","64.352","76.113","13"
"2026-08-17T14:22:15.9926849Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0.1","73.664","100.43","18"
"2026-08-17T14:22:17.2843495Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0.101","64.352","76.113","13"
"2026-08-17T14:22:17.2843495Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0","73.668","100.43","18"
"2026-08-17T14:22:18.5750836Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0","64.352","76.113","13"
"2026-08-17T14:22:18.5750836Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0","73.672","100.43","18"
"2026-08-17T14:22:19.8640582Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0","64.352","76.113","13"
"2026-08-17T14:22:19.8640582Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0.101","73.672","100.43","18"
"2026-08-17T14:22:21.1776570Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0.099","64.664","77.008","13"
"2026-08-17T14:22:21.1776570Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0.198","73.676","100.43","18"
"2026-08-17T14:22:22.4732450Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0","64.266","76.363","13"
"2026-08-17T14:22:22.4732450Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0","73.688","100.43","18"
"2026-08-17T14:22:23.7650560Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0.202","64.266","76.363","13"
"2026-08-17T14:22:23.7650560Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0.101","73.668","100.367","16"
"2026-08-17T14:22:25.0637732Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0.1","64.266","76.363","13"
"2026-08-17T14:22:25.0637732Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0","74.07","100.789","16"
"2026-08-17T14:22:26.3561781Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0","64.266","76.363","13"
"2026-08-17T14:22:26.3561781Z","recovery_steady_4","4","4","k6_progress","k6","24360","True","0.101","74.426","101.348","16"
"2026-08-17T14:22:27.6451351Z","recovery_steady_4","4","4","k6_progress","backend","11976","True","0","64.266","76.391","13"
